City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,saldanha,-33.0117,17.9442,17.29,85,37,2.46,ZA,1667491692
363,yarmouth,41.7057,-70.2286,17.76,66,0,3.09,US,1667491692
364,alyangula,-13.8483,136.4192,26.62,59,40,3.34,AU,1667491692
365,kodinsk,58.6881,99.1844,-3.36,98,100,1.25,RU,1667491693
366,chermoz,58.787,56.1489,1.25,88,100,5.17,RU,1667491693
367,haines junction,60.7522,-137.5108,-6.11,96,100,1.26,CA,1667491694
368,wenatchee,47.4235,-120.3103,1.88,89,0,0.0,US,1667491694
369,dzilam gonzalez,21.2833,-88.9333,27.42,88,100,2.85,MX,1667491694
370,tyler,32.3513,-95.3011,22.57,86,88,0.89,US,1667491567
371,rio brilhante,-21.8019,-54.5464,24.18,41,9,4.68,BR,1667491695
372,kamena vourla,38.7784,22.7857,22.14,65,25,1.16,GR,1667491695
373,hobyo,5.3505,48.5268,27.25,67,2,4.91,SO,1667491581
374,zhangye,38.9342,100.4517,5.0,36,0,1.57,CN,1667491695
375,dadri,28.5667,77.55,24.12,41,0,1.22,IN,1667491696
376,cairns,-16.9167,145.7667,25.97,77,75,3.6,AU,1667491696
377,hamilton,39.1834,-84.5333,19.44,80,0,0.45,US,1667491090
378,zhanakorgan,43.9098,67.2495,10.1,46,100,3.11,KZ,1667491697
379,yichun,47.7,128.9,-8.68,61,9,1.92,CN,1667491697
380,severodvinsk,64.5635,39.8302,-4.94,90,41,1.48,RU,1667491697
381,praya,14.9215,-23.5087,32.3,35,0,7.72,CV,1667491698
382,sant feliu de guixols,41.7833,3.0333,21.73,51,100,8.31,ES,1667491621
383,tilichiki,60.4667,166.1,-15.02,98,96,3.74,RU,1667491698
384,herat,34.5,62.0,17.83,44,100,2.45,AF,1667491699
385,teya,60.3778,92.6267,-1.98,97,100,0.76,RU,1667491699
386,tura,25.5198,90.2201,18.84,93,3,1.6,IN,1667491699
387,nemuro,43.3236,145.575,7.36,67,100,6.41,JP,1667491700
388,ippy,6.2679,21.2247,24.88,62,99,1.15,CF,1667491700
389,karratha,-20.7377,116.8463,24.79,48,0,4.14,AU,1667491700
390,longyearbyen,78.2186,15.6401,1.91,80,75,5.14,SJ,1667491701
391,andenes,69.3143,16.1194,6.63,93,75,4.63,NO,1667491701
392,yunguyo,-16.25,-69.0833,12.91,39,62,3.9,PE,1667491702
393,walvis bay,-22.9575,14.5053,17.28,68,50,6.07,NA,1667491229
394,vitim,59.4511,112.5578,-7.6,93,100,2.02,RU,1667491702
395,lorengau,-2.0226,147.2712,27.13,77,99,0.41,PG,1667491702
396,coro,11.4045,-69.6734,30.69,61,98,2.49,VE,1667491703
397,road town,18.4167,-64.6167,30.02,74,20,3.09,VG,1667491703
398,kurumkan,54.3,110.3,-6.28,59,99,1.1,RU,1667491703
399,boende,-0.2167,20.8667,22.88,91,97,0.79,CD,1667491704
400,lac du bonnet,50.2536,-96.0612,4.55,70,100,4.23,CA,1667491704
401,ca mau,9.1769,105.15,23.46,97,99,1.92,VN,1667491704
402,kalianget,-7.05,113.9333,28.27,77,100,3.05,ID,1667491705
403,alofi,-19.0595,-169.9187,24.84,81,99,8.48,NU,1667491705
404,san vicente,-26.6167,-54.1333,22.79,34,0,2.09,AR,1667491706
405,kudahuvadhoo,2.6708,72.8944,27.03,80,98,5.62,MV,1667491706
406,thai binh,20.45,106.3333,23.56,62,100,0.96,VN,1667491706
407,jamundi,3.2607,-76.535,27.98,62,91,1.14,CO,1667491707
408,angoche,-16.2325,39.9086,26.71,77,46,3.48,MZ,1667491707
409,dwarka,22.2394,68.9678,27.64,66,0,4.51,IN,1667491707
410,hovd,48.0056,91.6419,-3.58,78,36,0.2,MN,1667491708
411,soe,-9.8607,124.284,20.82,92,100,1.3,ID,1667491708
412,lata,40.1629,-8.3327,16.62,98,100,0.29,PT,1667491709
413,ferrol,43.4832,-8.2369,17.29,62,31,5.22,ES,1667491710
414,kidal,18.4411,1.4078,31.82,9,0,2.57,ML,1667491710
415,darab,28.7519,54.5444,19.94,52,95,5.68,IR,1667491710
416,oussouye,12.485,-16.5469,34.48,25,99,4.63,SN,1667491711
417,mehamn,71.0357,27.8492,2.97,87,82,2.57,NO,1667491711
418,pontalina,-17.525,-49.4472,22.75,59,100,2.94,BR,1667491711
419,cayeli,41.0923,40.7292,15.29,72,100,3.46,TR,1667491711
420,panubigan,7.4281,123.3466,26.27,84,100,2.4,PH,1667491712
421,pachino,36.7186,15.0907,21.49,64,0,6.73,IT,1667491712
422,pinheiro machado,-31.5783,-53.3811,20.03,53,0,3.59,BR,1667491712
423,kaitangata,-46.2817,169.8464,9.61,60,3,4.83,NZ,1667491713
424,nanakuli,21.3906,-158.1547,25.81,71,0,2.06,US,1667491713
425,lanzhou,36.0564,103.7922,8.87,62,83,1.58,CN,1667491713
426,george,-33.963,22.4617,16.75,94,100,2.06,ZA,1667491489
427,adrar,20.5022,-10.0711,31.42,8,0,5.72,MR,1667491714
428,viedma,-40.8135,-62.9967,28.82,14,0,7.54,AR,1667491714
429,touros,-5.1989,-35.4608,29.57,57,20,5.95,BR,1667491714
430,kapustin yar,48.5831,45.7372,3.32,70,73,4.68,RU,1667491715
431,nanortalik,60.1432,-45.2371,3.87,69,100,13.89,GL,1667491715
432,jalu,29.0331,21.5482,22.52,43,71,3.49,LY,1667491715
433,campo verde,-20.4167,-54.0667,24.55,38,17,5.28,BR,1667491716
434,mercedes,-34.6515,-59.4307,28.35,12,0,3.98,AR,1667491716
435,kerema,-7.9631,145.7785,26.03,85,97,2.09,PG,1667491718
436,chimore,-16.9833,-65.1333,27.18,23,99,1.3,BO,1667491718
437,tashla,51.7716,52.7427,-4.53,95,94,3.09,RU,1667491719
438,sinop,41.7711,34.8709,11.26,94,86,1.79,TR,1667491551
439,foam lake,51.65,-103.5343,-4.23,75,100,7.94,CA,1667491719
440,sao gabriel da cachoeira,-0.1303,-67.0892,24.71,67,99,2.45,BR,1667491719
441,lyndon,38.2567,-85.6016,20.81,73,0,1.54,US,1667491720
442,kuytun,54.3419,101.5036,-5.64,77,99,1.36,RU,1667491720
443,canutama,-6.5339,-64.3831,30.72,37,42,2.16,BR,1667491720
444,tautira,-17.7333,-149.15,23.91,82,100,10.13,PF,1667491721
445,lipin bor,60.2622,37.9763,-3.25,94,66,2.74,RU,1667491721
446,juye,35.3947,116.0883,7.61,80,73,2.45,CN,1667491721
447,aosta,45.7667,7.4167,5.5,88,100,1.03,IT,1667491721
448,winnemucca,40.973,-117.7357,1.03,69,0,2.06,US,1667491722
449,namatanai,-3.6667,152.4333,26.68,81,99,1.5,PG,1667491722
450,burns lake,54.2331,-125.7533,-3.3,59,100,2.37,CA,1667491722
451,paternion,46.7142,13.6361,12.09,96,100,1.71,AT,1667491723
452,benghazi,32.1167,20.0667,22.37,59,0,4.3,LY,1667491723
453,leeton,-34.5667,146.4,7.79,87,1,1.19,AU,1667491724
454,texarkana,33.4251,-94.0477,22.86,68,100,4.02,US,1667491383
455,mahon,39.8885,4.2658,22.31,78,20,3.09,ES,1667491594
456,ossora,59.2353,163.0719,-5.32,89,100,1.35,RU,1667491724
457,talaya,61.3833,152.75,-18.98,98,100,0.15,RU,1667491724
458,port hawkesbury,45.6169,-61.3485,9.54,67,8,6.71,CA,1667491653
459,mitsamiouli,-11.3847,43.2844,25.43,76,2,2.77,KM,1667491725
460,leshukonskoye,64.8989,45.7622,-8.14,99,64,0.93,RU,1667491725
461,mount gambier,-37.8333,140.7667,6.52,96,19,0.53,AU,1667491725
462,tchibanga,-2.85,11.0333,24.58,86,92,1.59,GA,1667491726
463,darhan,49.4867,105.9228,-4.51,60,8,3.27,MN,1667491727
464,indian head,38.6001,-77.1622,19.63,72,0,2.06,US,1667491727
465,chase,50.8165,-119.6857,-2.49,68,95,1.06,CA,1667491728
466,ellisras,-23.6649,27.7443,26.79,47,92,2.12,ZA,1667491728
467,miraflores,19.2167,-98.8083,19.43,48,95,0.57,MX,1667491728
468,westport,41.1415,-73.3579,19.75,62,0,1.79,US,1667491728
469,plastun,44.7561,136.2939,-1.74,49,35,4.34,RU,1667491729
470,mezen,65.8522,44.24,-6.56,90,24,1.13,RU,1667491729
471,maragogi,-9.0122,-35.2225,28.43,62,39,6.61,BR,1667491437
472,lufilufi,-13.8745,-171.5986,23.77,78,96,2.29,WS,1667491729
473,cabo rojo,18.0866,-67.1457,31.04,70,32,0.97,PR,1667491730
474,grand island,40.925,-98.342,16.97,82,100,6.17,US,1667491685
475,richards bay,-28.783,32.0377,22.4,86,100,7.67,ZA,1667491730
476,mochalishche,56.3306,48.3547,1.1,94,100,3.48,RU,1667491731
477,broken hill,-31.95,141.4333,11.77,59,3,3.79,AU,1667491731
478,huntsville,34.7304,-86.5861,22.14,66,0,4.12,US,1667491538
479,sitka,57.0531,-135.33,6.94,65,100,3.6,US,1667491684
480,katsuura,35.1333,140.3,21.08,71,42,10.43,JP,1667491731
481,khorinsk,52.1657,109.7726,-6.46,67,72,1.61,RU,1667491732
482,conway,35.0887,-92.4421,22.61,66,0,2.06,US,1667491628
483,salym,60.0625,71.4789,-3.08,94,45,2.09,RU,1667491732
484,sambava,-14.2667,50.1667,22.81,80,0,1.2,MG,1667491732
485,narsaq,60.9167,-46.05,7.12,57,100,9.62,GL,1667491733
486,alasehir,38.3508,28.5172,18.39,31,2,1.75,TR,1667491733
487,kloulklubed,7.0419,134.2556,24.28,73,100,2.27,PW,1667491734
488,tzucacab,20.0667,-89.05,25.27,96,100,1.63,MX,1667491734
489,katsina,12.9894,7.6006,32.52,17,68,5.12,NG,1667491734
490,midland,31.9974,-102.0779,20.18,73,40,8.23,US,1667491690
491,fare,-16.7,-151.0167,24.25,84,99,7.98,PF,1667491735
492,lucapa,-8.4192,20.7447,24.46,67,98,0.53,AO,1667491735
493,gotsu,35.0,132.2167,13.89,76,47,2.37,JP,1667491735
494,la grande,45.3246,-118.0877,0.01,93,93,0.48,US,1667491735
495,kosh-agach,50.0,88.6667,-4.52,40,100,1.16,RU,1667491736
496,tual,-5.6667,132.75,29.38,70,99,3.71,ID,1667491644
497,ukiah,39.1502,-123.2078,6.14,91,0,0.0,US,1667491736
498,rockhampton,-23.3833,150.5,15.94,77,1,0.0,AU,1667491736
499,porto novo,6.4965,2.6036,29.69,66,50,3.73,BJ,1667491646
500,matara,5.9485,80.5353,25.35,86,82,3.28,LK,1667491737
501,omsukchan,62.5333,155.8,-22.75,100,77,1.46,RU,1667491737
502,aklavik,68.2191,-135.0107,-19.07,94,100,3.07,CA,1667491737
503,penzance,50.1186,-5.5371,12.65,82,40,7.72,GB,1667491738
504,vila franca do campo,37.7167,-25.4333,21.22,95,99,2.39,PT,1667491738
505,emerald,-23.5333,148.1667,14.63,66,0,5.43,AU,1667491738
506,sangar,63.9242,127.4739,-12.81,93,100,5.6,RU,1667491739
507,pitimbu,-7.4706,-34.8086,30.33,65,33,5.05,BR,1667491739
508,powell river,49.8496,-124.5361,6.13,87,100,2.06,CA,1667491424
509,palauig,15.435,119.9045,25.89,84,35,3.06,PH,1667491739
510,jining,35.405,116.5814,7.48,76,77,2.54,CN,1667491540
511,yavaros,26.7,-109.5167,23.58,66,4,2.34,MX,1667491740
512,lahad datu,5.0268,118.327,24.33,95,100,1.96,MY,1667491740
513,menongue,-14.6585,17.691,23.89,59,86,2.69,AO,1667491741
514,kulhudhuffushi,6.6221,73.07,27.8,75,93,4.44,MV,1667491741
515,port hedland,-20.3167,118.5667,22.03,68,0,4.12,AU,1667491741
516,kruisfontein,-34.0033,24.7314,20.49,67,2,7.82,ZA,1667491742
517,jiuquan,39.7432,98.5174,2.79,48,0,1.86,CN,1667491742
518,isiro,2.7739,27.616,20.29,98,100,0.48,CD,1667491742
519,luderitz,-26.6481,15.1594,17.93,74,14,3.32,NA,1667491743
520,miri,4.4148,114.0089,25.8,87,100,1.61,MY,1667491743
521,lunglei,22.8833,92.7333,18.37,90,100,0.4,IN,1667491743
522,ugoofaaru,5.6667,73.0,27.84,75,53,4.72,MV,1667491744
523,caldwell,43.6629,-116.6874,0.11,87,40,2.57,US,1667491559
524,deming,32.2687,-107.7586,12.94,62,75,2.06,US,1667491604
525,boulder,40.0833,-105.3505,1.73,63,75,3.6,US,1667491627
526,zhigansk,66.7697,123.3711,-13.43,96,100,3.39,RU,1667491744
527,evanston,42.0411,-87.6901,19.7,61,75,5.66,US,1667491745
528,imbituba,-28.24,-48.6703,19.36,65,74,3.69,BR,1667491745
529,comodoro rivadavia,-45.8667,-67.5,21.92,33,0,3.6,AR,1667491746
530,rosario,-32.9468,-60.6393,29.97,22,0,7.2,AR,1667491586
531,natal,-5.795,-35.2094,30.36,61,40,6.17,BR,1667491134
532,pontal do parana,-25.6533,-48.5128,19.58,65,19,3.83,BR,1667491524
533,pemba,-12.974,40.5178,25.68,80,0,5.52,MZ,1667491746
534,sri aman,1.2376,111.4621,23.42,99,88,0.73,MY,1667491746
535,kedrovyy,56.1667,91.8167,-3.77,81,100,2.21,RU,1667491748
536,jiayuguan,39.8167,98.3,2.31,47,0,1.98,CN,1667491748
537,paramonga,-10.6667,-77.8333,19.92,71,76,4.85,PE,1667491749
538,ouesso,1.6136,16.0517,24.45,83,98,0.75,CG,1667491749
539,mwinilunga,-11.7358,24.4293,17.44,96,91,1.87,ZM,1667491749
540,vangaindrano,-23.35,47.6,22.33,92,100,3.07,MG,1667491750
541,polyarnyy,69.1989,33.4478,-0.37,88,97,4.47,RU,1667491750
542,sabang,5.8933,95.3214,25.63,84,100,3.3,ID,1667491750
543,urumqi,43.801,87.6005,5.53,61,0,1.0,CN,1667491751
544,bad oeynhausen,52.2,8.8,13.36,74,100,7.26,DE,1667491751
545,bairnsdale,-37.8333,147.6167,8.36,89,0,2.52,AU,1667491751
546,hanzhong,33.0728,107.0303,12.63,82,100,0.75,CN,1667491752
547,alamosa,37.4695,-105.87,4.99,75,100,6.69,US,1667491752
548,la libertad,-2.2333,-80.9,21.44,73,95,4.31,EC,1667491753
549,souillac,-20.5167,57.5167,23.44,75,76,4.47,MU,1667491753
550,clovis,36.8252,-119.7029,8.04,88,75,3.6,US,1667491753
551,misratah,32.3754,15.0925,22.63,51,1,3.03,LY,1667491753
552,minnedosa,50.2453,-99.8436,-0.11,65,99,9.12,CA,1667491754
